#date,checker,turbidity,ph,chlorine,temperature,conductivity
"07:00:00,","논현동(논현초교),",0.09,7.2,0.21,8.2,301.0
"07:00:00,","양재동(매헌초교),",0.12,7.1,0.35,2.9,260.0
"07:00:00,","삼성,",0.02,6.9,0.34,4.3,100.0
"07:00:00,","봉은,",0.05,7.0,0.35,5.1,270.0
"07:00:00,","수서,",0.02,6.9,0.42,4.3,100.0
"07:00:00,","자곡동(자곡증압),",0.04,7.1,0.4,1.8,270.0
"07:00:00,","삼성동(삼성증압),",0.04,7.1,0.38,3.0,286.0
"08:00:00,","서초,",0.04,7.1,0.37,4.2,299.0
"08:00:00,","방배,",0.05,7.2,0.38,3.5,270.0
"08:00:00,","일원,",0.05,7.1,0.3,5.5,285.0
"08:00:00,",,0.02,7.0,0.36,1.1,316.0
"08:00:00,","도곡동(강남수도),",0.05,7.0,0.31,3.1,269.0
"08:00:00,","반포,",0.05,,0.41,4.7,299.0
"08:00:00,","내곡동(연간단가),",0.05,7.1,0.38,4.7,263.0
"08:00:00,","반포동(자이A),",0.03,6.9,0.48,2.4,240.0
"08:00:00,","방배동(청두공원),",,,,,
"08:00:00,","내곡,",0.04,7.0,0.33,6.7,269.0
"08:00:00,","우면동(품질시험소),",0.04,7.2,0.3,4.5,268.0
,"논현동(논현초교),",0.09,7.2,0.21,8.1,
"08:00:00,","양재동(매헌초교),",0.12,7.1,0.35,2.8,262.0
"08:00:00,","삼성,",0.02,6.9,,4.0,100.0
"08:00:00,","봉은,",0.06,,,5.1,271.0
"08:00:00,","수서,",0.02,6.9,0.47,4.0,100.0
"08:00:00,","자곡동(자곡증압),",0.04,7.1,0.37,1.8,270.0
,"삼성동(삼성증압),",0.04,7.1,0.39,3.0,286.0
"09:00:00,","서초,",0.04,7.1,,4.1,299.0
"09:00:00,","방배,",0.05,7.1,0.4,3.4,269.0
"09:00:00,","일원,",0.05,7.1,0.38,5.4,286.0
"09:00:00,","우면산,",0.02,7.0,0.36,1.2,316.0
"09:00:00,","도곡동(강남수도),",0.05,7.0,0.29,,269.0
"09:00:00,","반포,",0.05,6.9,0.4,4.7,299.0
"09:00:00,","내곡동(연간단가),",0.05,7.1,0.4,4.7,262.0
"09:00:00,","반포동(자이A),",0.03,7.0,0.45,2.6,239.0
"09:00:00,","방배동(청두공원),",,,,,
"09:00:00,","내곡,",0.04,7.0,0.33,6.8,269.0
"09:00:00,","우면동(품질시험소),",0.04,7.2,0.32,,269.0
"09:00:00,","논현동(논현초교),",0.1,7.2,0.21,8.0,299.0
"09:00:00,","양재동(매헌초교),",0.12,7.1,0.35,2.8,262.0
"09:00:00,","삼성,",0.02,6.9,0.34,3.9,100.0
"09:00:00,","봉은,",0.06,7.0,0.35,5.1,273.0
"09:00:00,","수서,",0.02,6.9,0.48,3.9,100.0
"09:00:00,","자곡동(자곡증압),",0.04,7.1,0.32,2.0,
"09:00:00,",,0.04,7.1,0.36,3.1,287.0
"10:00:00,","서초,",0.04,7.1,0.37,4.3,299.0
"10:00:00,","방배,",0.05,7.1,0.41,3.6,269.0
"10:00:00,","일원,",0.05,7.1,0.39,5.0,289.0
"10:00:00,","우면산,",0.02,7.0,0.36,1.2,318.0
"10:00:00,","도곡동(강남수도),",0.05,7.0,0.26,3.6,269.0
"10:00:00,","반포,",0.05,6.9,0.4,4.7,300.0
"10:00:00,","내곡동(연간단가),",0.05,7.1,0.36,4.5,262.0
"10:00:00,","반포동(자이A),",0.03,6.9,0.45,2.6,239.0
"10:00:00,","방배동(청두공원),",,,,,
"10:00:00,","내곡,",0.04,7.0,0.34,6.9,269.0
"10:00:00,","우면동(품질시험소),",0.04,7.2,0.35,4.9,269.0
"10:00:00,","논현동(논현초교),",0.09,7.2,0.2,8.3,299.0
"10:00:00,","양재동(매헌초교),",0.12,7.1,0.34,2.9,260.0
"10:00:00,","삼성,",0.02,6.9,0.34,3.9,100.0
,"봉은,",0.06,7.0,0.36,5.3,274.0
"10:00:00,","수서,",0.03,6.9,0.41,3.9,100.0
"10:00:00,","자곡동(자곡증압),",0.04,7.1,0.31,2.3,271.0
"10:00:00,","삼성동(삼성증압),",0.04,7.1,0.39,3.1,290.0
"11:00:00,","서초,",0.04,7.1,0.37,4.3,298.0
"11:00:00,","방배,",0.05,7.1,0.41,3.7,270.0
"11:00:00,","일원,",0.04,7.1,0.36,5.1,290.0
"11:00:00,","우면산,",0.02,7.0,0.36,1.3,320.0
"11:00:00,","도곡동(강남수도),",0.05,,0.26,3.5,269.0
"11:00:00,","반포,",0.05,6.9,0.39,4.7,300.0
"11:00:00,","내곡동(연간단가),",0.05,7.1,0.32,4.6,263.0
"11:00:00,","반포동(자이A),",0.03,6.9,0.44,2.7,239.0
"11:00:00,","방배동(청두공원),",,,,,
"11:00:00,","내곡,",0.04,7.0,0.32,7.0,268.0
"11:00:00,","우면동(품질시험소),",0.04,7.2,0.34,5.3,268.0
"11:00:00,","논현동(논현초교),",0.08,7.2,0.21,8.6,299.0
"11:00:00,","양재동(매헌초교),",,7.1,0.34,,260.0
"11:00:00,","삼성,",0.02,6.9,0.35,3.9,100.0
"11:00:00,","봉은,",0.06,7.0,0.37,5.3,275.0
"11:00:00,","수서,",0.02,6.9,0.35,3.9,
"11:00:00,","자곡동(자곡증압),",0.04,7.1,0.39,2.3,275.0
"11:00:00,","삼성동(삼성증압),",0.04,7.1,0.39,3.3,292.0
"12:00:00,","서초,",0.04,7.1,0.38,4.4,298.0
"12:00:00,","방배,",0.05,7.1,0.42,3.7,271.0
"12:00:00,","일원,",0.04,7.1,0.39,5.0,290.0
"12:00:00,","우면산,",0.02,7.0,0.36,1.3,319.0
"12:00:00,","도곡동(강남수도),",0.05,7.0,0.28,4.0,271.0
"12:00:00,","반포,",0.05,6.9,0.39,4.7,300.0
"12:00:00,","내곡동(연간단가),",0.05,7.1,0.31,4.6,263.0
"12:00:00,","반포동(자이A),",0.03,7.0,0.48,2.2,239.0
"12:00:00,","방배동(청두공원),",,,,,
"12:00:00,","내곡,",0.04,7.0,0.37,7.1,269.0
"12:00:00,","우면동(품질시험소),",0.04,7.2,0.35,5.7,267.0
"12:00:00,","논현동(논현초교),",0.08,7.2,0.21,9.0,298.0
,"양재동(매헌초교),",0.12,7.1,0.34,3.8,258.0
"12:00:00,","삼성,",0.02,6.9,0.35,3.9,100.0
"12:00:00,","봉은,",0.06,7.0,0.37,5.4,275.0
"12:00:00,","수서,",0.02,6.9,0.35,3.9,100.0
"12:00:00,","자곡동(자곡증압),",0.04,7.1,0.41,2.4,277.0
"12:00:00,","삼성동(삼성증압),",0.04,7.1,0.4,3.3,294.0
"13:00:00,","서초,",0.04,7.1,0.38,4.3,298.0
"13:00:00,","방배,",0.05,7.1,0.43,3.8,273.0
"13:00:00,","일원,",0.05,7.1,0.38,5.0,290.0
"13:00:00,","우면산,",0.02,7.1,0.36,,319.0
"13:00:00,","도곡동(강남수도),",0.05,7.0,0.28,4.1,272.0
"13:00:00,","반포,",0.05,6.9,0.39,4.7,300.0
"13:00:00,","내곡동(연간단가),",0.05,7.1,0.32,4.5,264.0
"13:00:00,","반포동(자이A),",0.03,6.9,0.4,,239.0
"13:00:00,","방배동(청두공원),",,,,,
"13:00:00,","내곡,",0.04,,0.42,7.2,268.0
,"우면동(품질시험소),",0.04,7.2,0.33,6.1,266.0
"13:00:00,","논현동(논현초교),",0.07,7.2,0.21,9.5,295.0
"13:00:00,","양재동(매헌초교),",0.12,7.1,0.34,4.3,256.0
"13:00:00,","삼성,",0.02,6.9,0.36,3.9,100.0
"13:00:00,","봉은,",0.06,7.0,0.37,5.4,
"13:00:00,","수서,",0.02,6.9,0.35,3.9,100.0
"13:00:00,","자곡동(자곡증압),",0.04,7.1,0.39,,277.0
"13:00:00,","삼성동(삼성증압),",0.04,7.1,0.38,3.6,295.0
"14:00:00,","서초,",0.04,7.1,0.38,4.4,298.0
"14:00:00,","방배,",0.05,7.1,0.44,3.8,274.0
"14:00:00,","일원,",0.05,7.1,0.38,5.0,291.0
"14:00:00,","우면산,",0.02,7.1,0.35,1.4,319.0
"14:00:00,","도곡동(강남수도),",0.05,7.1,0.27,4.4,270.0
"14:00:00,","반포,",0.05,6.9,,4.8,300.0
"14:00:00,","내곡동(연간단가),",0.05,7.1,0.43,4.4,269.0
"14:00:00,","반포동(자이A),",0.03,7.0,0.28,2.3,238.0
"14:00:00,","방배동(청두공원),",,,,,
"14:00:00,","내곡,",0.04,7.0,0.42,7.2,268.0
"14:00:00,","우면동(품질시험소),",0.04,7.2,0.33,6.4,265.0
"14:00:00,","논현동(논현초교),",0.09,7.1,0.21,8.9,296.0
"14:00:00,","양재동(매헌초교),",0.12,7.1,0.34,4.7,256.0
"14:00:00,","삼성,",0.02,6.9,0.36,3.9,100.0
"14:00:00,","봉은,",,7.0,0.37,5.5,275.0
"14:00:00,","수서,",0.02,6.9,0.35,3.9,100.0
,"자곡동(자곡증압),",0.04,,0.37,2.7,277.0
"14:00:00,","삼성동(삼성증압),",0.04,7.1,0.38,3.5,295.0
"15:00:00,","서초,",0.04,7.1,0.38,,298.0
"15:00:00,","방배,",0.05,7.1,0.43,3.8,275.0
"15:00:00,","일원,",0.04,7.1,0.34,5.1,289.0
"15:00:00,","우면산,",0.02,7.1,0.35,1.4,
"15:00:00,","도곡동(강남수도),",0.05,7.1,,4.4,271.0
"15:00:00,","반포,",0.05,6.9,0.37,4.7,299.0
"15:00:00,","내곡동(연간단가),",0.05,7.1,0.38,4.4,269.0
"15:00:00,","반포동(자이A),",0.03,,0.28,2.3,
"15:00:00,","방배동(청두공원),",,,,,
"15:00:00,","내곡,",0.04,7.0,0.4,7.2,268.0
"15:00:00,","우면동(품질시험소),",,7.2,0.3,6.5,263.0
"15:00:00,","논현동(논현초교),",0.12,7.1,0.21,6.9,305.0
,"양재동(매헌초교),",0.12,,0.33,4.8,254.0
"15:00:00,","삼성,",0.02,6.9,0.36,3.9,100.0
"15:00:00,","봉은,",0.06,7.0,0.36,5.6,276.0
"15:00:00,","수서,",0.02,6.9,0.35,3.9,100.0
"15:00:00,","자곡동(자곡증압),",0.04,7.1,0.39,2.5,277.0
"15:00:00,","삼성동(삼성증압),",0.04,7.1,0.37,3.5,295.0
"16:00:00,","서초,",0.04,,0.38,4.4,300.0
"16:00:00,","방배,",0.05,7.1,0.42,3.9,274.0
,"일원,",0.04,7.1,0.34,5.0,287.0
"16:00:00,","우면산,",0.02,7.1,0.35,1.4,318.0
"16:00:00,","도곡동(강남수도),",0.05,7.0,0.28,4.7,272.0
"16:00:00,","반포,",0.05,6.9,0.37,4.8,298.0
"16:00:00,",,0.05,7.1,0.39,4.6,268.0
"16:00:00,","반포동(자이A),",0.03,,0.28,2.4,239.0
"16:00:00,","방배동(청두공원),",,,,,
"16:00:00,","내곡,",0.04,7.0,0.43,7.2,269.0
"16:00:00,","우면동(품질시험소),",0.04,7.2,0.32,6.4,263.0
"16:00:00,","논현동(논현초교),",0.1,7.2,0.21,6.4,309.0
"16:00:00,","양재동(매헌초교),",0.12,7.1,0.33,4.7,255.0
"16:00:00,","삼성,",0.02,6.9,0.36,3.9,100.0
"16:00:00,","봉은,",0.06,7.0,0.36,5.7,275.0
"16:00:00,","수서,",0.02,6.9,0.35,3.9,100.0
"16:00:00,","자곡동(자곡증압),",0.04,7.1,0.41,2.6,277.0
"16:00:00,","삼성동(삼성증압),",0.04,7.1,0.39,3.5,295.0
"17:00:00,","서초,",0.04,7.1,0.38,4.5,301.0
"17:00:00,","방배,",0.05,7.1,0.42,3.8,
"17:00:00,","일원,",0.04,7.1,0.38,5.0,287.0
"17:00:00,","우면산,",0.02,7.1,0.36,1.4,318.0
"17:00:00,","도곡동(강남수도),",0.05,7.1,0.28,4.5,272.0
"17:00:00,","반포,",0.05,6.9,0.36,4.8,299.0
"17:00:00,","내곡동(연간단가),",,7.1,0.4,4.5,268.0
"17:00:00,","반포동(자이A),",0.03,6.9,0.28,2.5,238.0
"17:00:00,","방배동(청두공원),",,,,,
"17:00:00,","내곡,",0.04,7.0,0.4,7.2,269.0
"17:00:00,","우면동(품질시험소),",0.04,7.2,0.34,6.3,264.0
"17:00:00,",,0.08,7.2,0.2,8.3,301.0
"17:00:00,","양재동(매헌초교),",0.12,7.1,0.33,4.7,256.0
"17:00:00,","삼성,",0.02,6.9,0.36,3.9,100.0
"17:00:00,","봉은,",0.06,7.0,0.36,5.7,274.0
"17:00:00,","수서,",0.02,6.9,0.36,3.9,100.0
"17:00:00,","자곡동(자곡증압),",0.04,7.1,0.41,2.5,277.0
"17:00:00,","삼성동(삼성증압),",0.04,7.1,0.39,3.5,295.0
"18:00:00,","서초,",0.04,7.1,0.38,4.5,302.0
"18:00:00,","방배,",,7.1,0.43,3.8,276.0
"18:00:00,","일원,",0.05,7.1,0.38,5.0,287.0
"18:00:00,","우면산,",0.02,7.1,0.36,1.4,316.0
"18:00:00,","도곡동(강남수도),",0.05,7.0,0.27,4.4,270.0
"18:00:00,","반포,",0.05,6.8,0.36,4.8,299.0
"18:00:00,","내곡동(연간단가),",0.05,7.1,,4.5,269.0
"18:00:00,","반포동(자이A),",0.03,6.9,0.28,2.6,238.0
"18:00:00,","방배동(청두공원),",,,,,
"18:00:00,","내곡,",0.04,7.0,0.42,7.2,270.0
"18:00:00,","우면동(품질시험소),",0.04,7.2,0.34,6.3,264.0
"18:00:00,","논현동(논현초교),",0.09,7.2,0.2,8.9,298.0
"18:00:00,","양재동(매헌초교),",0.12,7.1,0.34,4.7,257.0
"18:00:00,","삼성,",0.02,6.9,0.36,3.9,100.0
"18:00:00,","봉은,",0.06,7.0,0.36,5.7,273.0
"18:00:00,","수서,",0.02,6.9,0.37,3.9,100.0
"18:00:00,","자곡동(자곡증압),",0.04,7.1,0.41,2.5,276.0
"18:00:00,","삼성동(삼성증압),",0.04,7.1,0.39,3.5,295.0
,"서초,",0.04,7.1,0.38,4.4,303.0
"19:00:00,","방배,",0.05,7.1,0.43,3.8,277.0
"19:00:00,","일원,",0.04,7.1,0.38,5.1,288.0
"19:00:00,","우면산,",0.02,7.1,0.36,1.4,315.0
"19:00:00,","도곡동(강남수도),",0.05,7.0,,4.8,271.0
"19:00:00,","반포,",0.05,6.8,0.35,4.8,300.0
"19:00:00,","내곡동(연간단가),",0.05,7.1,0.41,4.6,269.0
"19:00:00,","반포동(자이A),",0.03,6.9,0.27,,238.0
"19:00:00,","방배동(청두공원),",,,,,
"19:00:00,","내곡,",0.04,7.0,0.44,7.1,271.0
"19:00:00,","우면동(품질시험소),",0.04,7.2,0.33,6.3,265.0
"19:00:00,","논현동(논현초교),",0.11,7.1,0.21,7.2,307.0
"19:00:00,","양재동(매헌초교),",0.12,7.1,0.34,4.7,259.0
"19:00:00,","삼성,",0.02,6.9,0.36,3.8,100.0
,,0.06,7.0,0.36,5.8,272.0
"19:00:00,","수서,",0.02,6.9,0.38,3.8,100.0
,"자곡동(자곡증압),",0.04,7.1,0.42,2.5,276.0
"19:00:00,","삼성동(삼성증압),",0.04,7.1,0.39,3.5,294.0
"20:00:00,","서초,",0.04,7.1,0.38,4.5,304.0
"20:00:00,","방배,",0.05,7.1,0.43,3.8,277.0
"20:00:00,","일원,",0.04,7.1,0.28,5.2,286.0
"20:00:00,","우면산,",0.02,7.1,0.36,1.4,315.0
"20:00:00,","도곡동(강남수도),",0.05,7.1,,5.1,272.0
"20:00:00,","반포,",0.05,6.8,0.34,4.8,300.0
"20:00:00,","내곡동(연간단가),",0.05,7.1,0.43,4.5,269.0
"20:00:00,","반포동(자이A),",0.03,7.0,0.28,2.5,239.0
"20:00:00,","방배동(청두공원),",,,,,
"20:00:00,","내곡,",0.04,7.0,0.45,7.1,272.0
"20:00:00,","우면동(품질시험소),",0.04,7.2,0.32,6.2,266.0
"20:00:00,","논현동(논현초교),",0.09,7.2,0.2,7.7,307.0
"20:00:00,","양재동(매헌초교),",0.12,7.1,0.34,4.7,257.0
"20:00:00,","삼성,",0.02,6.9,0.36,3.9,100.0
"20:00:00,","봉은,",0.06,7.0,0.36,5.8,271.0
"20:00:00,","수서,",0.02,6.9,0.37,3.9,100.0
"20:00:00,","자곡동(자곡증압),",,7.1,0.41,2.4,274.0
"20:00:00,","삼성동(삼성증압),",0.04,7.1,0.39,3.5,292.0
"21:00:00,","서초,",0.04,7.1,0.38,4.5,305.0
"21:00:00,","방배,",0.05,7.1,0.43,3.9,277.0
"21:00:00,","일원,",0.04,7.1,0.25,5.3,286.0
"21:00:00,","우면산,",0.02,7.1,0.36,1.5,315.0
"21:00:00,","도곡동(강남수도),",0.05,7.1,0.26,5.2,272.0
"21:00:00,","반포,",0.05,6.8,0.33,4.8,302.0
"21:00:00,","내곡동(연간단가),",0.05,7.1,0.48,4.4,269.0
"21:00:00,","반포동(자이A),",0.03,6.9,0.31,2.2,242.0
"21:00:00,","방배동(청두공원),",,,,,
"21:00:00,","내곡,",0.04,7.0,0.44,7.1,272.0
"21:00:00,","우면동(품질시험소),",0.04,7.2,0.32,6.2,267.0
"21:00:00,","논현동(논현초교),",0.08,7.2,0.21,9.1,301.0
"21:00:00,","양재동(매헌초교),",0.12,7.1,0.34,4.8,257.0
"21:00:00,","삼성,",0.02,6.9,0.36,3.9,100.0
"21:00:00,","봉은,",0.06,7.0,0.36,5.9,271.0
"21:00:00,","수서,",0.02,6.9,,3.9,100.0
"21:00:00,","자곡동(자곡증압),",0.04,7.1,0.42,2.4,274.0
"21:00:00,","삼성동(삼성증압),",0.04,7.1,0.4,3.5,292.0
"22:00:00,","서초,",,7.0,0.38,4.4,306.0
"22:00:00,","방배,",0.05,7.1,0.44,3.9,277.0
"22:00:00,","일원,",,7.1,0.29,5.2,286.0
"22:00:00,","우면산,",0.02,7.1,0.36,1.5,314.0
"22:00:00,","도곡동(강남수도),",0.05,7.0,0.27,4.9,273.0
"22:00:00,","반포,",0.05,6.8,0.33,4.8,303.0
"22:00:00,","내곡동(연간단가),",0.05,7.1,0.42,4.6,268.0
"22:00:00,","반포동(자이A),",0.03,6.9,0.32,2.2,242.0
"22:00:00,","방배동(청두공원),",,,,,
"22:00:00,","내곡,",0.04,7.0,0.45,7.1,272.0
"22:00:00,","우면동(품질시험소),",0.04,7.2,0.34,6.3,268.0
"22:00:00,",,0.07,7.2,0.21,9.7,297.0
"22:00:00,","양재동(매헌초교),",0.12,7.1,0.34,4.7,257.0
"22:00:00,","삼성,",0.02,6.9,0.36,3.9,100.0
"22:00:00,","봉은,",0.06,7.0,0.35,5.9,271.0
"22:00:00,","수서,",0.02,6.9,0.36,3.9,100.0
"22:00:00,","자곡동(자곡증압),",0.04,,0.41,2.5,274.0
"22:00:00,","삼성동(삼성증압),",0.04,7.1,0.38,3.6,293.0
"23:00:00,","서초,",0.04,7.0,0.38,4.4,306.0
"23:00:00,","방배,",0.05,7.1,0.44,3.9,276.0
"23:00:00,","일원,",0.04,7.1,,5.2,287.0
"23:00:00,","우면산,",0.02,7.1,0.36,1.5,314.0
"23:00:00,","도곡동(강남수도),",0.05,7.0,0.27,4.6,273.0
"23:00:00,","반포,",0.05,6.8,0.33,4.8,304.0
"23:00:00,","내곡동(연간단가),",0.05,7.1,0.4,4.5,267.0
"23:00:00,","반포동(자이A),",0.03,6.9,0.31,2.3,242.0
"23:00:00,","방배동(청두공원),",,,,,
"23:00:00,","내곡,",0.04,7.0,0.46,7.1,273.0
"23:00:00,","우면동(품질시험소),",0.04,7.1,0.34,6.2,269.0
"23:00:00,","논현동(논현초교),",0.09,7.2,0.2,9.5,293.0
"23:00:00,",,0.12,7.1,0.34,4.8,258.0
"23:00:00,","삼성,",0.02,6.9,0.36,3.9,100.0
"23:00:00,","봉은,",0.06,7.0,0.35,5.8,271.0
"23:00:00,",,0.02,6.9,0.36,3.9,100.0
"23:00:00,","자곡동(자곡증압),",0.04,7.1,0.41,2.5,274.0
"23:00:00,",,0.04,,0.38,3.6,292.0
"00:00:00,",,0.04,7.0,0.39,4.4,306.0
"00:00:00,","방배,",0.05,,0.44,3.9,275.0
"00:00:00,","일원,",0.05,7.1,0.32,5.1,287.0
"00:00:00,","우면산,",0.02,7.1,0.36,1.5,314.0
"00:00:00,","도곡동(강남수도),",0.05,7.0,0.29,4.4,273.0
"00:00:00,","반포,",0.05,6.8,0.33,4.9,304.0
"00:00:00,","내곡동(연간단가),",0.05,7.1,0.4,4.4,267.0
"00:00:00,","반포동(자이A),",0.03,6.9,0.31,2.4,242.0
,"방배동(청두공원),",,,,,
"00:00:00,","내곡,",0.04,6.9,0.46,7.1,273.0
"00:00:00,","우면동(품질시험소),",0.04,7.1,0.35,6.2,270.0
"00:00:00,","논현동(논현초교),",0.11,7.1,0.2,7.9,303.0
"00:00:00,","양재동(매헌초교),",0.12,7.1,0.34,,258.0
"00:00:00,","삼성,",0.02,6.9,0.36,3.9,100.0
"00:00:00,","봉은,",0.06,7.0,0.35,5.8,272.0
"00:00:00,","수서,",0.02,6.9,0.36,3.9,100.0
"00:00:00,","자곡동(자곡증압),",0.04,7.1,0.41,2.5,274.0
"00:00:00,","삼성동(삼성증압),",0.04,7.1,0.4,3.6,292.0
"01:00:00,","서초,",0.04,7.0,0.39,4.3,306.0
"01:00:00,",,0.05,,0.44,3.9,274.0
"01:00:00,","일원,",0.07,7.1,0.36,5.0,288.0
"01:00:00,","우면산,",0.02,7.1,0.36,1.6,314.0
,"도곡동(강남수도),",0.05,7.0,0.31,4.5,272.0
,"반포,",0.05,6.8,0.34,4.7,304.0
"01:00:00,","내곡동(연간단가),",0.05,7.1,0.44,4.3,267.0
"01:00:00,","반포동(자이A),",0.03,6.9,0.3,2.5,242.0
"01:00:00,","방배동(청두공원),",,,,,
"01:00:00,","내곡,",0.04,6.9,0.42,7.1,272.0
"01:00:00,","우면동(품질시험소),",0.04,7.1,0.34,6.1,271.0
"01:00:00,","논현동(논현초교),",0.09,7.1,0.21,7.0,311.0
"01:00:00,","양재동(매헌초교),",0.12,7.1,0.34,4.8,258.0
"01:00:00,","삼성,",0.02,6.9,0.35,3.9,100.0
"01:00:00,","봉은,",0.06,7.0,0.36,5.8,271.0
"01:00:00,","수서,",0.02,6.9,0.35,3.9,100.0
"01:00:00,","자곡동(자곡증압),",0.04,7.1,0.41,2.5,274.0
"01:00:00,","삼성동(삼성증압),",0.04,,0.39,3.5,292.0
"02:00:00,","서초,",0.04,7.0,0.39,4.3,306.0
"02:00:00,","방배,",0.05,7.1,0.44,3.9,274.0
"02:00:00,","일원,",0.07,7.1,0.34,5.1,288.0
"02:00:00,","우면산,",0.02,7.1,0.36,1.6,313.0
"02:00:00,","도곡동(강남수도),",0.05,7.0,0.31,4.4,272.0
"02:00:00,","반포,",0.05,6.8,0.34,4.7,304.0
"02:00:00,","내곡동(연간단가),",0.05,7.1,0.41,4.4,268.0
"02:00:00,","반포동(자이A),",,6.9,0.3,2.6,241.0
"02:00:00,","방배동(청두공원),",,,,,
"02:00:00,","내곡,",0.05,6.9,0.43,7.1,272.0
"02:00:00,","우면동(품질시험소),",0.04,7.1,0.34,6.0,271.0
"02:00:00,","논현동(논현초교),",0.08,7.2,0.21,8.5,304.0
"02:00:00,","양재동(매헌초교),",0.12,7.1,0.34,4.7,259.0
"02:00:00,","삼성,",0.02,6.9,0.35,4.0,100.0
"02:00:00,","봉은,",0.06,7.0,0.36,5.7,271.0
"02:00:00,","수서,",0.02,6.9,0.34,4.0,100.0
"02:00:00,","자곡동(자곡증압),",0.04,7.1,0.36,2.7,274.0
"02:00:00,","삼성동(삼성증압),",0.04,7.1,0.39,3.6,
"03:00:00,","서초,",0.04,7.0,0.39,4.4,
"03:00:00,","방배,",0.05,7.1,0.43,3.9,274.0
"03:00:00,",,0.06,7.1,0.33,5.2,288.0
"03:00:00,","우면산,",0.02,7.1,0.36,1.6,314.0
"03:00:00,","도곡동(강남수도),",0.05,7.0,0.31,4.4,272.0
"03:00:00,","반포,",0.05,6.8,0.36,4.8,305.0
"03:00:00,","내곡동(연간단가),",0.05,7.1,0.43,4.7,267.0
"03:00:00,","반포동(자이A),",0.03,6.9,0.29,2.6,241.0
"03:00:00,","방배동(청두공원),",,,,,
"03:00:00,","내곡,",0.04,6.9,0.43,7.1,
"03:00:00,","우면동(품질시험소),",0.04,7.1,0.33,5.9,271.0
"03:00:00,","논현동(논현초교),",0.08,,0.21,9.3,298.0
"03:00:00,","양재동(매헌초교),",0.12,7.0,0.34,4.7,260.0
"03:00:00,","삼성,",,6.9,0.35,,100.0
"03:00:00,",,0.06,7.0,0.36,5.7,272.0
"03:00:00,","수서,",,6.9,0.33,4.1,100.0
"03:00:00,","자곡동(자곡증압),",0.04,7.1,0.37,2.7,274.0
"03:00:00,","삼성동(삼성증압),",0.04,7.1,0.39,3.6,292.0
"04:00:00,","서초,",0.04,7.0,0.39,4.3,305.0
"04:00:00,","방배,",0.05,7.1,0.43,3.9,274.0
"04:00:00,","일원,",0.07,7.1,0.31,5.3,288.0
"04:00:00,","우면산,",0.02,7.1,0.35,1.6,316.0
"04:00:00,","도곡동(강남수도),",0.05,7.0,0.31,4.2,272.0
"04:00:00,","반포,",0.05,6.8,0.37,4.8,
"04:00:00,","내곡동(연간단가),",0.05,7.1,0.42,4.4,267.0
"04:00:00,","반포동(자이A),",0.03,6.9,0.29,2.7,241.0
"04:00:00,","방배동(청두공원),",,,,,
"04:00:00,","내곡,",0.05,6.9,0.41,7.0,273.0
"04:00:00,","우면동(품질시험소),",0.04,,0.33,6.0,272.0
"04:00:00,","논현동(논현초교),",0.11,7.1,0.21,8.0,304.0
"04:00:00,","양재동(매헌초교),",0.12,7.0,0.34,4.6,260.0
"04:00:00,","삼성,",0.02,6.9,0.35,4.2,100.0
"04:00:00,","봉은,",0.06,7.0,0.36,5.6,272.0
"04:00:00,","수서,",0.02,6.9,0.32,4.2,100.0
"04:00:00,","자곡동(자곡증압),",0.04,7.1,0.39,2.5,274.0
"04:00:00,","삼성동(삼성증압),",0.04,7.1,0.39,3.6,292.0
"05:00:00,","서초,",0.04,7.0,0.38,4.2,305.0
"05:00:00,","방배,",0.05,7.1,0.42,3.9,274.0
"05:00:00,","일원,",0.07,7.1,0.26,5.4,
"05:00:00,","우면산,",0.02,7.1,0.35,1.6,316.0
"05:00:00,","도곡동(강남수도),",0.05,7.0,0.31,4.0,272.0
"05:00:00,","반포,",0.05,6.8,0.38,4.7,305.0
"05:00:00,","내곡동(연간단가),",0.05,7.1,0.41,4.7,268.0
"05:00:00,","반포동(자이A),",0.03,6.9,0.28,2.8,241.0
,"방배동(청두공원),",,,,,
"05:00:00,","내곡,",,6.9,0.4,6.9,273.0
"05:00:00,","우면동(품질시험소),",0.04,7.1,0.32,5.9,273.0
"05:00:00,","논현동(논현초교),",0.1,7.1,0.21,6.9,311.0
"05:00:00,","양재동(매헌초교),",0.12,7.0,0.34,,261.0
"05:00:00,","삼성,",0.02,6.9,0.34,4.2,100.0
"05:00:00,","봉은,",0.06,,0.36,5.5,272.0
"05:00:00,","수서,",0.02,6.9,0.3,4.2,100.0
"05:00:00,","자곡동(자곡증압),",0.04,7.1,0.37,2.4,274.0
"05:00:00,","삼성동(삼성증압),",0.04,7.1,0.39,3.5,292.0
"06:00:00,","서초,",0.04,7.0,0.37,4.3,304.0
"06:00:00,","방배,",0.05,7.1,0.42,3.9,274.0
"06:00:00,","일원,",0.07,7.1,0.24,5.5,286.0
"06:00:00,","우면산,",0.02,7.1,0.35,1.6,316.0
"06:00:00,","도곡동(강남수도),",0.05,7.0,0.32,3.8,272.0
"06:00:00,","반포,",0.05,6.8,0.38,4.7,305.0
"06:00:00,","내곡동(연간단가),",0.05,7.1,,4.7,267.0
,"반포동(자이A),",0.03,6.9,0.28,,241.0
"06:00:00,","방배동(청두공원),",,,,,
